Hash Table for reference seeds[4800000, 4910000)
<hash>,loc1,loc2,loc3...
1256691004,4909990
3392951295,4909985
607963877,4909981
1030689739,4909980
2222885047,4909946
2718070995,4909894
1133846942,4909887
3240537075,4909886
2695251558,4909881
2670988648,4909877
4129555053,4909872
1121591342,4909870
3920875711,4909869
3134687099,4909868
3501687127,4909864
4288898991,4909852
177448741,4909833
2786182195,4909832
1139813830,4909830
1774772275,4909827
1921322012,4909826
1497971443,4909825
3074717935,4909819
2270118363,4909804
302700183,4909803
4170290914,4909782
808231583,4909773
1335979583,4909769
1745234833,4909765
3698432079,4909689
3620210669,4909685
2893484427,4909684
1093310084,4909661
3516187601,4909659
1862735518,4909639
275031090,4909636
3702405232,4909632
336789340,4909631
3524382586,4909630
2725005789,4909628
134282838,4909627
2011439421,4909608
4014554994,4909602
1355779700,4909558
3838357403,4909552
4216524096,4909547
903009658,4909546
377791899,4909544
3901748679,4909540
1485117703,4909539
3936687152,4909531
3361210087,4909513
2980963024,4909497
4280778895,4909493
819361896,4909459
3170134720,4909458
539370196,4909448
520922198,4909447
3532552648,4909438
2685469168,4909424
3639634489,4909423
3135389395,4909422
2723793243,4909411
3571118836,4909393
3403092491,4909380
2494781558,4909375
2932274071,4909354
1427702294,4909336
3952005011,4909333
1339347041,4909322
3462913446,4909314
140404886,4909303
2077409200,4909292
3702567697,4909275
4035052429,4909274
3297365898,4909269
3180584463,4909249
2445029740,4909237
3478610313,4909236
3227760584,4909235
851557171,4909233
2749703270,4909231
2207825669,4909229
2238713705,4909226
4150427005,4909219
2637587129,4909205
4098437112,4909190
1592700311,4909179
1030364154,4909170
2630930776,4909162
4250128747,4909156
1307835386,4909143
529829326,4909133
2855006305,4909116
3444643478,4909110
3294508094,4909079
1067667517,4909075
2175721377,4909074
2303876938,4909073
2724994198,4909062
308476145,4909053
2292855534,4909051
404331178,4909050
2560221462,4909046
3866509242,4909021
4221548488,4909017
2582218106,4909016
3657164992,4909015
1980004579,4908997
4159130256,4908995
1124101457,4908994
3654325682,4908993
2099376331,4908991
1314180692,4908973
3187449641,4908964
1003443308,4908953
2307256102,4908950
3971408573,4908947
755202949,4908937
638912382,4908922
1690188579,4908920
4082086328,4908917
1641989687,4908911
3596067303,4908905
2105503281,4908892
3440962586,4908886
3092716484,4908865
3230428680,4908854
2024296532,4908850
603356172,4908838
1547473562,4908835
74446109,4908817
3457038074,4908816
944645683,4908802
400646942,4908801
1071588888,4908791
4003833415,4908789
2875747978,4908757
456647809,4908756
175792284,4908739
2677438741,4908732
3140635374,4908706
3224668499,4908694
1019246354,4908688
767958358,4908686
597217449,4908672
2334160565,4908671
3140196917,4908649
1601955031,4908597
383196070,4908561
3651835204,4908528
996934742,4908524
2196196852,4908521
2035923642,4908520
3399351753,4908502
3064602971,4908499
1166480486,4908498
1994723787,4908496
2378650074,4908472
1596404159,4908468
1568348129,4908456
2610319603,4908448
1802744334,4908441
2174753482,4908433
652212006,4908429
1246364223,4908421
4144970426,4908418
3332686953,4908415
797482010,4908410
4095014236,4908389
2356493057,4908387
3420509693,4908363
1298605472,4908297
1030786398,4908295
3004969922,4908294
1325110344,4908289
2677617548,4908288
1309000357,4908284,4908861
2357500293,4908277
310874113,4908255
2327107808,4908253
1281524687,4908252
1642384895,4908237
3223316911,4908228
1478667259,4908208
3481296866,4908201
3947436545,4908197
1691155826,4908178
3693124437,4908251
885744414,4908177
488028235,4908174
128019898,4908173
1631622470,4908171
287629878,4908151
2086997325,4908150
939397291,4908144
1926356750,4908129
107426532,4908116
2881644210,4908106
1702114221,4908105
689678998,4908104
1083723175,4908103
3209397905,4908098
1303355596,4908093
2025336422,4908078
2810101551,4908063
3026698169,4908060
4055579613,4908058
1944094900,4908043
3598093954,4908029
846724244,4908028
971755559,4908024
2763402127,4908023
472531806,4908005
1303503718,4908002
2014750951,4907997
1329112660,4907996
1209878985,4907983
3211894536,4907961
3820929604,4907960
3706690886,4907959
3924607555,4907955
1573019059,4907953
1636772943,4907922
2307730226,4907910
3355849806,4907894,4908194
492296263,4907892
3385444896,4907888
1015905844,4907883
2956732102,4907878
1515901299,4907860
3799691242,4907853
3892161211,4907845
3940057437,4907843
4121915956,4907802
3244545958,4907801
2246385591,4907790
547425568,4907789
1555935217,4907781
3574556400,4907773
2866023151,4907749
1016196014,4907747
474494954,4907742
1222810842,4907733
1288120170,4907730
589628074,4907724
4027387258,4907695
3910779029,4907694
3611652247,4907661
1793543272,4907659
2287762377,4907654
203291837,4907653
2348497606,4907650
3266582960,4907648
1002982881,4907647
2258122971,4907638
3491547453,4907632
299066615,4907609
3898560634,4907608
4155189247,4907601
2337750011,4907599
1230609198,4907594
2700600560,4907588
4033649326,4907587
1782474930,4907560
2610464371,4907557
4026173361,4907553
2975676463,4907551
2110803627,4907544
3558620510,4907532
2831393306,4907524
66471553,4907512
2984615219,4907511
1194227721,4907510
4243035748,4907506
470019637,4907500
4010560393,4907497
2880187016,4907490
3712075501,4907484
2259630491,4907483
69798844,4907479
3572816463,4907474
1923703213,4907448
3609742749,4907447
1670131875,4907444
1281653330,4907443
406277574,4907410
3796326745,4907409
3219890619,4907367
2327503756,4907364
698765073,4907334
1514449862,4907331,4908047
3800514611,4907330
2834305489,4907329
2539624179,4907311
3529317840,4907310
2478803013,4907309
3343096432,4907288
3877560887,4907275
1488250334,4907265
2743022900,4907231
1261569195,4907229
2704068860,4907170
2892831041,4907169
2835647234,4907167
2630409830,4907143
3975925373,4907130
3855575803,4907111
376093859,4907103
2790458633,4907100
1249259118,4907099
1245082270,4907098
3908306947,4907077
3983251471,4907076
2500580069,4907075
1716074645,4907074
1464765800,4907059
3596885676,4907051
1068495396,4907046
700546659,4907044
