Hashtable for reference seeds[1800000, 1910000)
<hash>,loc1,loc2,loc3...
2029093339,1909999
1949331026,1909998
1389906063,1909968
213312870,1909942
933899818,1909940
1855019399,1909938
3417099331,1909937
4288868440,1909936
4276007014,1909933
2911808614,1909928
1866365223,1909919
3056458,1909914
1919953395,1909913
2503647303,1909876
58787794,1909867
1483424314,1909847
2914119226,1909837
2164326777,1909831
2692102950,1909805
180713016,1909803
3671423089,1909801
2097984269,1909798
326336417,1909775
3490965756,1909774
895418108,1909768
1116856841,1909749
62371994,1909741
1440779282,1909739
3437542789,1909718
3688563346,1909715
2349532323,1909701
1830159447,1909700
2548303142,1909691
3453332947,1909689
2135537750,1909679
3419911676,1909676
4030448131,1909653
3262792576,1909647
468679981,1909646
948273278,1909630
1064615042,1909629
1605332058,1909610
103439647,1909605
2505435421,1909601
836942739,1909597
3545880885,1909593
2656189784,1909588
2954384286,1909584
72372301,1909579
3566737255,1909569
3365178516,1909549
2415408171,1909544
3909542605,1909523
4065190909,1909517
3267623716,1909513
353186389,1909508
1671174256,1909469
2668933792,1909441
1103710255,1909440
2689661005,1909424
625548342,1909423
2473669015,1909418
3833274059,1909407
946944438,1909390
3751064659,1909387
967321398,1909380
2780414854,1909362
2451248682,1909357
3260460725,1909350
3191848747,1909347
2381735941,1909336
664867702,1909334
2202749893,1909290
3208714890,1909286
42324040,1909283
3267408737,1909272
274752091,1909270
2402793224,1909254
1073874381,1909250
4066753657,1909229
3788092006,1909226
1335035960,1909221
844029928,1909219
1748201685,1909208
2829679678,1909201
611508209,1909199
1130270087,1909198
256109456,1909195
2392474871,1909191
3099873545,1909186
784274987,1909182
3521087131,1909180
312425835,1909160
690993244,1909159
3240544632,1909156
2391935425,1909155
2224479784,1909132
1001677890,1909123
1596145298,1909106
303501788,1909099
2832297165,1909098
2821827873,1909097
193066491,1909094
2068834006,1909091
2559621277,1909081
3157255963,1909080
3467510364,1909047
2297259773,1909046
2928287786,1909045
3618590626,1909042
3218575195,1909041
3885731848,1909037
1159109622,1909029
672946612,1909027
481997465,1909024
2207948171,1909006
1565069287,1908969
1575285950,1908965
2544086420,1908954
4287948819,1908940
3260397883,1908938
3319718720,1908935
4151705343,1908901
3834566337,1908898
1952538876,1908895
3752193624,1908841
3366552350,1908826
1982154169,1908823
3982085671,1908821
539977318,1908806
3518955839,1908801
1903741132,1908799
3482931780,1908798
818401721,1908795
4080557463,1908783
1628875327,1908778
1278028027,1908776
1205333370,1908729
664748886,1908725
3600669197,1908724
2753627285,1908696
2110743978,1908679
2322842497,1908677
258096912,1908630
2599369146,1908590
3316750203,1908579
2035024232,1909699
2710083420,1908554
2487466057,1908553
1020515548,1908498
1287558902,1908496
3705111339,1908492
1474150839,1908469
2946040629,1908457
3768231463,1908456
724332319,1908429
1224630846,1908428
1099024518,1908425
3639406255,1908423
2119441200,1908403
1588193054,1908402
600757450,1908382
511748761,1908381
3048740641,1908373
1282086458,1908372
3938333553,1908371
1426565078,1908349
732209081,1908342
3930791146,1908336
3851145352,1908335
1851230893,1908333
653457669,1908329
1966498284,1908322
4274149386,1908308
1726294259,1908285
4217824846,1908257
1000929705,1908236
1639857267,1908192
72746693,1908184
33555612,1908183
2008667043,1908179
3234774370,1908178
4124916951,1908145
1022361690,1908133
2834082210,1908132
2583603131,1908121
2244552330,1908119,1909126
3316794934,1908118,1909125
3058428950,1908113
1966246889,1908112
1350452606,1908111
461130200,1908105
2642924399,1908100
3952052339,1908097
2010818575,1908079
3027020647,1908074
2866665015,1908068,1909736
1719063453,1908067,1909735
1060281839,1908066,1909734
3223580397,1908060
489609119,1908045
676670679,1908043
3928926149,1908042
4167912535,1908038,1908129
2650068295,1908033,1908078
2439221228,1908024
3110483907,1908017
4128026367,1908016
898973322,1908013
3407322127,1908011
1244694298,1907968
1633815203,1907946
773617787,1907942
3079784280,1907940
1868196256,1907916
1219282322,1907915
1878516742,1907914
3151124869,1907910
1121964511,1907909
2478458638,1907901
4148166009,1907900
3604474196,1907899
1913783389,1907889
4229992079,1907876
3035656322,1907870
1533700618,1907867
1088879660,1907863
895185256,1907862
3108377412,1907858,1909035
1680639453,1907799
546766983,1907792
2105307828,1907788
3886396353,1907787
3467997970,1907780
2527830233,1907779
3888120044,1907774
3490801442,1907772
3741231182,1907738
2186230885,1909746
2530550163,1907721
2527311031,1907716
3258344022,1907712
4191956482,1907711
1296126689,1907708
101600328,1907701
452591187,1908805
2920795632,1907697
2902409072,1907677
743931708,1907664
2466750026,1907658
2007715517,1907652
278196571,1907648
3059088331,1907644
3334727786,1907642
795652183,1907603
3033949846,1907601
4032998296,1907597
4282776237,1907585
3857895485,1907580
3258314265,1907579
4234162749,1909521
224545725,1907571
854744409,1907569
1760885591,1907568
438682194,1907554
403184680,1907551
2716687722,1907524
3926506675,1907523
4031759069,1907517
1702915346,1907515
88421549,1907514
3487208850,1907509
1286524365,1907505,1909060
1696894714,1907504,1909059
2585452789,1907503
256173425,1907496
2587187949,1907489
3266123794,1907473
282846266,1907450
237634499,1907422
3545023974,1907413
1076210545,1907402
2323298127,1907390
517041760,1907387
1975546122,1909967
2515480311,1907350
187065586,1907348
1502881242,1907346
1696289271,1907343
110834972,1907337
743266266,1907307,1909101
4245696059,1907306
1268987921,1907303
1735873427,1907302
2010811863,1907301,1908159
1769532112,1907265
473948168,1907263
2103840628,1907253
1153485007,1907242
1250866387,1907238
4440108,1907231
1693802262,1907220
4014499677,1907200
2134806075,1907198
2919263047,1907181
1136009036,1907178
3072604853,1907177
